q1_len,q2_len,q1_words,q2_words,common_words,total_words,words_share,token_set,token_sort,partial_token_set,partial_token_sort
33,33,5,5,3,10,0.3,71,67,100,69
31,24,4,3,2,7,0.29,86,84,100,96
59,41,9,6,5,15,0.33,86,66,100,71
12,13,2,2,1,4,0.25,96,96,100,92
13,13,3,3,3,6,0.5,100,100,100,100
37,35,6,6,3,12,0.25,65,67,100,63
31,59,3,10,0,13,0.0,29,29,32,32
42,67,5,7,2,10,0.2,67,66,100,74
36,58,5,9,3,14,0.21,71,55,100,61
44,51,5,6,4,11,0.36,93,80,100,80
21,21,3,3,1,6,0.17,52,52,100,69
23,24,3,4,2,7,0.29,81,81,100,78
33,40,4,5,3,9,0.33,86,74,100,82
18,25,3,5,3,8,0.38,100,84,100,100
18,18,3,3,3,6,0.5,100,100,100,100
46,96,5,11,0,14,0.0,33,38,51,48
23,23,3,3,3,6,0.5,100,100,100,100
44,52,6,8,3,14,0.21,60,52,100,60
82,61,10,8,6,18,0.33,91,74,100,85
30,40,4,5,4,9,0.44,100,86,100,100
38,34,4,5,1,9,0.11,36,25,100,30
21,59,4,8,3,12,0.25,80,45,100,57
19,13,3,2,1,5,0.2,82,62,100,77
28,89,4,15,2,18,0.11,44,26,100,54
23,18,4,3,2,7,0.29,88,88,100,72
17,14,3,3,2,6,0.33,78,77,100,64
57,21,8,4,2,12,0.17,73,36,100,43
40,42,6,7,4,9,0.44,100,98,100,100
29,33,4,5,2,9,0.22,68,61,100,71
35,26,6,5,1,11,0.09,46,39,100,50
53,85,7,12,2,17,0.12,65,58,100,66
52,62,7,9,0,15,0.0,41,39,46,40
27,25,5,4,4,9,0.44,100,96,100,92
17,16,3,3,2,6,0.33,97,97,100,100
28,53,4,7,4,10,0.4,100,69,100,68
59,33,9,5,2,14,0.14,50,41,100,55
16,25,3,4,2,7,0.29,78,78,100,69
45,28,7,4,0,11,0.0,33,33,32,32
23,23,3,3,2,6,0.33,88,83,100,83
23,21,4,4,3,8,0.38,76,68,100,76
48,70,7,11,4,18,0.22,68,56,100,52
42,19,8,3,2,11,0.18,81,62,100,74
89,52,12,7,4,17,0.24,67,52,100,50
33,33,5,5,5,10,0.5,100,100,100,100
28,23,5,4,4,9,0.44,100,90,100,78
26,17,3,2,2,5,0.4,100,79,100,100
39,21,7,4,2,11,0.18,50,37,100,60
30,39,4,6,1,10,0.1,35,35,100,43
29,18,6,4,3,10,0.3,84,60,100,67
44,54,7,8,2,15,0.13,56,47,100,58
39,45,5,8,0,12,0.0,25,24,26,26
31,37,6,7,3,12,0.25,68,59,100,65
45,29,6,4,1,10,0.1,43,43,100,55
37,75,4,8,0,11,0.0,45,41,54,54
19,19,4,4,1,8,0.12,53,53,100,53
34,30,6,5,3,9,0.33,81,78,100,83
29,29,3,3,3,6,0.5,100,100,100,100
30,18,5,3,2,8,0.25,84,54,100,61
73,65,12,10,1,21,0.05,30,28,100,33
88,84,11,11,10,22,0.45,96,90,100,87
22,22,3,3,2,6,0.33,95,95,100,95
29,22,4,3,0,7,0.0,51,51,45,45
18,17,3,3,2,6,0.33,97,97,100,94
32,31,4,4,3,8,0.38,98,98,100,97
28,28,4,4,4,8,0.5,100,100,100,100
76,50,11,9,2,19,0.11,44,40,100,50
62,64,8,8,7,16,0.44,94,94,100,94
85,61,13,10,8,22,0.36,92,75,100,74
18,18,3,3,3,6,0.5,100,100,100,100
38,69,5,10,1,15,0.07,60,60,100,58
57,52,7,7,2,14,0.14,61,59,100,58
51,21,7,3,2,10,0.2,76,42,100,57
15,26,3,5,2,8,0.25,80,63,100,87
19,18,3,3,1,6,0.17,76,76,100,78
15,20,3,4,2,7,0.29,85,69,100,53
71,76,13,7,0,19,0.0,4,4,22,23
41,32,7,5,1,12,0.08,44,44,100,47
28,26,5,5,4,10,0.4,92,81,100,77
47,13,7,3,1,10,0.1,38,33,100,77
10,10,2,2,2,4,0.5,100,100,100,100
26,34,4,5,3,9,0.33,89,77,100,85
19,12,3,2,1,5,0.2,67,65,100,78
48,32,7,5,2,10,0.2,74,65,100,52
20,14,4,3,2,7,0.29,82,82,100,100
38,29,7,6,4,12,0.33,91,72,100,76
68,63,12,11,5,21,0.24,62,56,100,59
24,40,4,6,3,10,0.3,88,66,100,71
16,27,3,5,2,8,0.25,81,60,100,81
79,103,11,13,4,24,0.17,68,65,100,68
29,25,5,4,4,9,0.44,100,93,100,84
15,45,3,7,2,10,0.2,80,43,100,53
15,15,3,3,3,6,0.5,100,100,100,100
29,29,4,4,4,8,0.5,100,100,100,100
57,21,8,3,0,11,0.0,26,26,29,29
28,92,5,13,0,17,0.0,24,22,46,46
72,133,10,18,3,26,0.12,53,42,100,54
26,47,5,6,0,11,0.0,16,16,27,27
19,18,3,3,2,6,0.33,76,59,100,56
21,29,3,4,2,7,0.29,80,64,100,57
15,15,2,2,2,4,0.5,100,100,100,100
25,66,4,10,1,12,0.08,33,37,100,48
25,66,5,11,0,16,0.0,35,35,40,40
38,62,6,10,0,16,0.0,14,14,26,26
23,40,4,6,3,10,0.3,73,73,100,87
44,16,7,2,2,9,0.22,100,53,100,100
29,34,5,6,3,11,0.27,67,57,100,59
45,138,6,17,0,23,0.0,28,28,49,49
68,63,9,9,8,18,0.44,96,89,100,84
49,48,7,7,6,14,0.43,92,91,100,90
86,30,11,4,1,13,0.08,36,29,100,47
45,33,7,5,2,12,0.17,59,54,100,61
47,37,7,5,2,11,0.18,49,48,100,51
101,42,16,7,3,20,0.15,60,43,100,48
30,38,4,5,2,9,0.22,57,59,100,70
70,86,10,15,3,24,0.12,55,51,100,53
47,94,7,15,1,22,0.05,26,26,100,36
9,4,2,1,1,2,0.5,100,62,100,100
25,24,5,4,0,9,0.0,29,29,30,30
48,42,7,7,2,14,0.14,44,44,100,54
27,18,4,3,1,7,0.14,58,58,100,56
59,34,7,5,4,12,0.33,83,62,100,64
60,46,7,7,4,14,0.29,77,64,100,63
22,17,3,3,1,6,0.17,64,46,100,53
21,20,3,3,2,6,0.33,98,98,100,95
38,36,5,5,4,10,0.4,97,97,100,94
26,16,5,3,3,8,0.38,100,76,100,100
27,39,3,5,2,8,0.25,85,67,100,78
10,30,2,4,2,6,0.33,100,50,100,100
20,12,3,3,1,6,0.17,50,38,100,50
44,83,7,12,3,18,0.17,58,46,100,50
61,59,8,8,7,16,0.44,93,85,100,83
15,23,3,5,3,8,0.38,100,79,100,80
26,47,5,8,2,13,0.15,52,52,100,65
56,56,8,8,7,16,0.44,92,86,100,86
47,14,8,3,1,11,0.09,44,33,100,50
23,22,4,4,3,8,0.38,98,98,100,95
39,63,6,9,2,15,0.13,55,55,100,44
18,11,3,2,1,5,0.2,76,76,100,82
25,90,3,10,0,13,0.0,12,12,32,32
31,22,4,3,3,7,0.43,100,83,100,100
13,18,3,4,3,7,0.43,100,84,100,77
27,30,5,6,4,11,0.36,91,91,100,85
69,67,11,11,2,21,0.1,46,49,100,48
11,18,2,4,1,6,0.17,55,55,100,55
24,50,4,7,3,11,0.27,88,51,100,62
62,36,7,5,0,12,0.0,45,45,47,47
12,12,2,2,2,4,0.5,100,100,100,100
49,38,8,6,3,14,0.21,59,44,100,50
38,36,5,5,4,10,0.4,91,81,100,83
55,27,8,5,2,13,0.15,58,41,100,52
68,69,9,9,7,18,0.39,87,76,100,81
28,57,4,7,0,11,0.0,38,38,54,54
20,20,3,3,2,6,0.33,80,60,100,60
38,29,5,4,2,9,0.22,78,75,100,76
24,28,3,3,2,6,0.33,81,58,100,62
46,26,6,4,3,10,0.3,89,64,100,69
68,35,10,5,2,14,0.14,44,35,100,40
21,15,3,2,2,5,0.4,100,83,100,100
44,56,7,8,3,13,0.23,64,50,100,57
59,25,8,4,2,12,0.17,53,40,100,44
25,38,3,5,3,8,0.38,100,79,100,80
11,10,2,2,1,4,0.25,95,95,100,100
56,35,9,6,2,14,0.14,64,62,100,76
60,33,8,4,2,12,0.17,53,52,100,45
6,16,1,2,1,3,0.33,100,55,100,100
14,21,3,4,3,7,0.43,100,80,100,100
32,24,5,4,4,9,0.44,100,86,100,79
30,40,5,6,3,11,0.27,80,71,100,70
68,70,8,10,7,18,0.39,91,87,100,85
88,41,16,6,0,22,0.0,19,19,29,29
43,26,7,5,3,12,0.25,76,64,100,65
39,34,5,5,3,10,0.3,82,79,100,79
33,23,5,4,1,9,0.11,47,39,100,50
18,22,3,3,1,6,0.17,56,45,100,50
15,20,2,3,2,5,0.4,100,86,100,67
39,38,5,5,2,10,0.2,70,65,100,66
35,48,5,6,2,11,0.18,55,48,100,54
23,31,3,5,3,8,0.38,100,85,100,100
73,66,10,8,3,18,0.17,65,63,100,64
20,21,3,3,2,6,0.33,89,83,100,85
52,70,6,8,0,14,0.0,44,44,54,54
16,11,3,2,2,5,0.4,100,81,100,100
21,21,4,4,4,8,0.5,100,100,100,100
8,8,2,2,2,4,0.5,100,100,100,100
10,21,2,3,1,5,0.2,65,65,100,100
19,19,4,4,3,8,0.38,91,89,100,89
13,4,2,1,0,3,0.0,35,35,75,75
34,26,5,4,3,9,0.33,87,73,100,88
30,38,4,5,2,9,0.22,72,71,100,77
32,31,5,5,4,10,0.4,95,95,100,94
22,13,4,3,3,7,0.43,100,74,100,69
52,73,8,11,4,18,0.22,67,61,100,54
38,32,6,4,0,10,0.0,26,26,28,28
37,33,5,5,4,10,0.4,94,83,100,94
25,18,3,2,2,5,0.4,100,84,100,100
10,15,2,3,2,5,0.4,100,80,100,100
28,16,4,3,3,7,0.43,100,73,100,69
45,13,7,2,2,9,0.22,100,45,100,69
21,15,4,3,3,7,0.43,100,83,100,100
16,21,2,4,1,6,0.17,61,54,100,62
26,28,4,4,1,8,0.12,59,52,100,61
34,41,5,7,0,12,0.0,29,29,38,38
31,29,5,4,2,9,0.22,68,60,100,67
17,14,3,3,2,6,0.33,90,90,100,79
29,35,4,5,3,9,0.33,88,72,100,62
28,33,5,7,3,12,0.25,79,79,100,71
26,42,3,5,1,8,0.12,56,44,100,58
21,23,3,3,2,6,0.33,95,95,100,90
35,34,5,5,4,10,0.4,92,87,100,85
55,76,9,13,5,20,0.25,67,63,100,75
15,29,2,4,0,5,0.0,32,27,40,40
49,49,8,8,7,16,0.44,91,84,100,84
14,21,3,4,2,7,0.29,83,69,100,86
47,19,8,4,1,12,0.08,42,42,100,70
39,44,6,9,0,14,0.0,29,29,32,28
15,25,2,4,1,6,0.17,80,60,100,80
36,28,6,4,4,10,0.4,100,88,100,79
30,43,5,7,4,12,0.33,89,79,100,77
106,50,15,7,0,22,0.0,21,21,40,40
41,33,6,5,2,11,0.18,54,49,100,45
41,28,7,5,5,12,0.42,100,81,100,82
69,67,8,8,7,16,0.44,94,93,100,94
19,31,3,5,2,8,0.25,77,68,100,74
46,25,7,3,2,10,0.2,75,68,100,68
18,52,3,8,0,11,0.0,29,29,33,33
74,41,15,6,1,19,0.05,29,33,100,51
43,43,6,5,4,11,0.36,87,77,100,77
30,28,5,5,2,10,0.2,69,66,100,61
37,37,3,3,3,6,0.5,100,100,100,100
20,23,3,4,2,7,0.29,62,42,100,62
22,22,3,3,2,6,0.33,95,95,100,95
71,71,8,8,6,14,0.43,93,93,100,93
19,13,4,3,2,7,0.29,76,69,100,77
30,27,4,3,2,7,0.29,74,53,100,52
33,42,5,5,4,10,0.4,78,72,100,79
97,95,12,12,11,24,0.46,99,99,100,98
30,29,4,4,3,8,0.38,85,64,100,62
50,49,8,8,7,16,0.44,91,83,100,82
34,24,5,3,2,8,0.25,74,48,100,74
33,31,4,4,3,8,0.38,85,72,100,74
11,17,2,3,1,5,0.2,62,36,100,62
15,42,3,6,1,8,0.12,50,46,100,80
64,62,9,9,8,18,0.44,94,87,100,85
23,52,3,7,2,10,0.2,82,53,100,87
64,64,9,9,8,18,0.44,92,86,100,87
20,36,2,3,1,5,0.2,79,57,100,80
22,38,4,5,3,9,0.33,90,67,100,73
27,17,4,3,2,7,0.29,74,59,100,42
140,49,20,7,4,23,0.17,73,40,100,51
15,15,3,3,1,6,0.17,73,67,100,67
31,38,4,5,2,9,0.22,81,75,100,84
21,29,3,4,2,7,0.29,76,52,100,52
32,36,5,6,3,11,0.27,79,79,100,78
17,27,4,6,4,9,0.44,100,77,100,76
8,8,2,2,2,4,0.5,100,100,100,100
55,41,6,5,3,11,0.27,70,65,100,68
44,38,8,6,3,14,0.21,68,68,100,76
51,46,8,6,1,14,0.07,39,31,100,33
34,21,6,4,1,10,0.1,44,44,100,43
17,14,3,3,2,6,0.33,78,77,100,86
23,23,3,3,3,6,0.5,100,100,100,100
18,17,3,3,2,6,0.33,79,74,100,76
20,30,4,5,2,9,0.22,62,56,100,65
15,40,2,6,2,8,0.25,100,55,100,100
76,68,12,10,2,20,0.1,57,42,100,43
35,97,6,15,3,20,0.15,60,44,100,63
31,32,4,5,3,9,0.33,76,70,100,76
67,16,9,3,1,12,0.08,48,31,100,56
57,22,8,4,2,12,0.17,71,46,100,59
29,70,5,10,4,15,0.27,88,46,100,69
49,33,6,5,3,11,0.27,82,56,100,61
35,36,6,6,5,12,0.42,99,99,100,97
37,50,5,7,4,10,0.4,100,85,100,100
42,43,7,7,4,14,0.29,80,75,100,76
24,18,4,3,3,7,0.43,100,86,100,100
15,37,2,5,2,6,0.33,100,58,100,100
24,38,4,6,4,10,0.4,100,77,100,100
17,15,3,2,2,4,0.5,100,94,100,100
11,17,2,3,2,5,0.4,100,79,100,73
35,41,5,7,3,10,0.3,86,79,100,74
36,32,4,4,2,8,0.25,72,62,100,66
36,47,6,7,3,13,0.23,67,55,100,58
35,47,7,9,4,12,0.33,87,71,100,71
77,33,12,4,0,15,0.0,38,35,52,52
48,63,6,7,1,13,0.08,50,50,100,58
22,50,3,7,1,10,0.1,58,47,100,73
28,26,4,4,2,8,0.25,59,56,100,67
35,28,7,6,6,13,0.46,100,89,100,75
86,31,12,4,2,14,0.14,76,43,100,71
48,32,8,5,3,13,0.23,77,62,100,66
40,31,6,5,3,10,0.3,88,79,100,81
39,50,6,7,0,13,0.0,31,31,36,36
72,25,10,4,2,12,0.17,68,37,100,52
43,30,5,4,2,9,0.22,68,68,100,73
20,53,4,7,2,11,0.18,71,52,100,70
28,32,4,4,3,8,0.38,88,83,100,75
59,57,9,8,3,13,0.23,65,55,100,54
81,86,11,10,5,21,0.24,73,71,100,67
61,32,9,5,0,14,0.0,17,17,34,34
73,53,8,7,4,15,0.27,75,59,100,70
38,29,5,4,4,9,0.44,100,87,100,69
50,177,7,26,2,30,0.07,44,31,100,48
30,33,5,5,4,10,0.4,87,79,100,83
22,51,4,9,4,12,0.33,100,60,100,73
35,42,5,6,2,11,0.18,54,52,100,54
18,22,2,3,2,5,0.4,100,90,100,100
30,30,5,5,1,10,0.1,33,33,100,41
21,22,3,3,2,6,0.33,98,98,100,95
15,5,3,1,1,3,0.33,100,50,100,100
44,46,7,7,0,14,0.0,18,18,25,25
15,15,2,2,2,4,0.5,100,100,100,100
57,38,9,6,4,11,0.36,100,80,100,92
44,42,5,5,4,10,0.4,88,88,100,86
37,22,5,3,2,8,0.25,84,61,100,77
43,38,7,7,3,14,0.21,64,62,100,63
11,21,2,3,2,5,0.4,100,69,100,73
66,60,10,10,3,19,0.16,63,52,100,56
18,91,3,11,2,14,0.14,88,29,100,61
31,60,6,11,1,17,0.06,35,31,100,39
26,18,4,3,3,7,0.43,100,82,100,78
28,62,4,9,3,13,0.23,90,58,100,54
27,11,4,2,1,6,0.17,71,58,100,73
52,14,9,3,2,12,0.17,83,30,100,57
19,19,3,3,1,6,0.17,84,84,100,86
28,30,6,6,4,11,0.36,76,59,100,61
58,111,11,20,7,29,0.24,75,59,100,59
49,39,7,5,2,12,0.17,58,50,100,46
55,18,8,3,2,11,0.18,84,47,100,78
46,51,5,11,0,13,0.0,35,33,31,35
19,19,3,3,3,6,0.5,100,100,100,100
27,17,3,2,2,5,0.4,100,77,100,100
69,40,11,7,4,17,0.24,69,48,100,48
28,27,4,4,0,8,0.0,22,22,23,23
29,15,4,2,1,6,0.17,50,36,100,61
111,31,14,4,1,15,0.07,47,38,100,48
26,26,3,3,1,6,0.17,73,62,100,68
18,21,3,4,2,7,0.29,92,92,100,94
51,52,8,8,7,16,0.44,89,80,100,78
20,59,3,8,3,11,0.27,100,51,100,100
28,26,3,3,1,6,0.17,70,67,100,80
45,35,7,5,3,12,0.25,75,75,100,69
44,45,5,5,3,10,0.3,83,74,100,75
19,26,3,4,3,7,0.43,100,84,100,74
26,31,7,7,3,9,0.33,85,63,100,69
95,14,13,2,0,14,0.0,14,13,50,50
20,22,3,3,2,6,0.33,95,95,100,100
62,54,10,9,6,19,0.32,79,60,100,71
62,32,9,5,5,14,0.36,100,68,100,62
30,24,4,3,2,7,0.29,77,63,100,74
26,26,4,4,3,8,0.38,89,81,100,81
24,34,4,4,2,8,0.25,70,55,100,71
28,63,6,11,0,16,0.0,31,29,22,32
40,57,7,8,1,14,0.07,31,33,100,40
37,45,5,7,4,12,0.33,93,80,100,89
28,31,4,4,3,8,0.38,95,95,100,89
16,16,3,3,3,6,0.5,100,100,100,100
30,29,5,5,2,8,0.25,79,81,100,79
28,34,4,6,2,10,0.2,61,52,100,57
21,26,3,3,2,6,0.33,86,68,100,54
18,17,4,4,2,8,0.25,80,80,100,82
33,34,5,6,3,11,0.27,78,72,100,73
41,97,6,13,2,15,0.13,54,43,100,51
25,31,4,4,2,8,0.25,75,75,100,72
32,17,5,3,3,8,0.38,100,69,100,94
22,26,3,4,2,7,0.29,78,75,100,82
22,23,4,4,3,8,0.38,89,89,100,91
29,30,4,5,0,9,0.0,34,34,38,38
52,56,9,9,2,15,0.13,46,39,100,43
14,18,3,3,1,6,0.17,53,50,100,58
78,34,11,5,3,12,0.25,85,52,100,82
29,31,4,4,3,8,0.38,93,93,100,97
68,21,11,4,3,14,0.21,89,45,100,67
59,31,9,5,1,13,0.08,54,49,100,61
66,89,9,10,0,19,0.0,27,27,32,32
29,23,5,4,0,9,0.0,31,31,35,35
38,22,6,3,2,8,0.25,81,67,100,77
42,55,5,7,4,12,0.33,92,78,100,74
13,29,3,5,3,8,0.38,100,62,100,100
33,22,5,3,2,8,0.25,74,62,100,73
20,19,3,3,2,6,0.33,88,77,100,74
107,88,16,15,4,29,0.14,51,47,100,54
58,60,8,8,6,16,0.38,92,80,100,88
23,24,4,4,3,8,0.38,85,85,100,83
21,29,4,6,3,7,0.43,100,72,100,81
43,44,6,6,0,12,0.0,37,37,37,37
80,46,10,5,5,14,0.36,100,73,100,63
20,21,4,4,3,8,0.38,86,83,100,80
38,72,6,13,2,17,0.12,51,44,100,42
23,103,3,15,0,17,0.0,13,13,30,30
40,31,6,5,2,11,0.18,62,62,100,77
30,47,4,6,2,10,0.2,67,55,100,67
21,38,3,5,3,8,0.38,100,71,100,71
58,52,8,8,2,16,0.12,42,38,100,38
64,56,7,7,4,14,0.29,77,58,100,55
18,28,4,6,4,10,0.4,100,78,100,89
19,22,3,3,2,6,0.33,69,68,100,68
31,24,5,4,3,9,0.33,77,65,100,78
19,12,3,2,2,5,0.4,100,77,100,67
29,26,5,4,3,9,0.33,82,76,100,82
45,33,7,6,3,13,0.23,71,59,100,70
27,33,4,5,0,9,0.0,53,53,52,52
20,23,3,3,2,6,0.33,86,84,100,75
21,16,3,2,2,5,0.4,100,86,100,100
17,24,2,3,2,5,0.4,100,83,100,100
29,39,5,6,4,11,0.36,88,68,100,55
27,22,3,3,2,6,0.33,87,86,100,73
39,26,6,5,2,10,0.2,65,52,100,49
21,24,3,3,0,6,0.0,49,49,51,51
36,28,5,4,2,9,0.22,72,69,100,79
41,23,6,4,0,10,0.0,31,31,39,39
25,34,4,5,4,9,0.44,100,85,100,92
28,21,5,3,2,8,0.25,83,69,100,76
29,21,5,4,2,9,0.22,72,72,100,86
18,28,3,4,3,7,0.43,100,78,100,83
54,38,8,6,1,14,0.07,43,43,100,41
14,21,2,3,2,5,0.4,100,80,100,100
34,24,4,3,2,7,0.29,79,79,100,75
45,55,5,8,3,12,0.25,64,60,100,56
27,16,4,3,0,7,0.0,56,56,75,75
44,52,4,5,3,9,0.33,87,71,100,68
25,39,4,6,2,10,0.2,72,62,100,64
40,18,5,3,1,8,0.12,43,28,100,44
117,85,18,13,13,30,0.43,100,84,100,89
17,18,2,2,1,4,0.25,97,97,100,94
41,22,6,4,3,10,0.3,90,70,100,68
26,47,3,7,0,10,0.0,25,25,31,31
20,46,2,6,1,8,0.12,79,52,100,80
13,40,2,4,0,6,0.0,11,11,31,31
28,51,4,6,4,10,0.4,100,71,100,82
22,32,3,5,3,8,0.38,100,81,100,82
28,36,3,4,3,7,0.43,100,88,100,100
53,22,7,4,3,11,0.27,87,59,100,64
34,31,6,6,2,12,0.17,65,65,100,61
25,34,4,5,2,9,0.22,72,61,100,68
10,15,2,3,2,5,0.4,100,80,100,100
25,23,3,3,1,6,0.17,96,96,100,96
42,33,4,3,3,7,0.43,100,88,100,85
32,17,6,3,3,9,0.33,100,69,100,82
48,52,8,8,5,16,0.31,80,74,100,77
37,16,6,3,3,9,0.33,100,60,100,81
26,24,4,4,3,8,0.38,88,88,100,83
35,44,5,6,3,11,0.27,83,68,100,77
22,23,3,3,2,6,0.33,98,98,100,95
39,23,5,3,2,8,0.25,76,58,100,61
40,26,6,4,4,10,0.4,100,79,100,88
27,22,5,3,0,8,0.0,37,37,36,36
49,54,7,8,2,15,0.13,50,50,100,47
20,28,3,4,3,7,0.43,100,83,100,75
25,67,3,8,0,11,0.0,17,17,36,36
43,29,4,3,0,7,0.0,61,61,72,72
37,54,5,8,0,13,0.0,15,15,24,24
13,22,2,3,1,5,0.2,74,74,100,69
49,29,6,5,1,11,0.09,51,51,100,48
26,29,4,5,3,9,0.33,87,80,100,85
27,35,4,5,4,9,0.44,100,87,100,100
41,19,6,3,1,9,0.11,59,57,100,74
23,50,3,7,2,10,0.2,76,47,100,57
32,21,5,5,2,9,0.22,69,60,100,48
23,31,4,4,2,8,0.25,81,67,100,74
35,26,4,3,3,7,0.43,100,85,100,100
44,40,7,6,4,13,0.31,74,71,100,65
23,82,4,14,2,16,0.12,65,25,100,52
18,19,3,3,2,6,0.33,97,97,100,100
36,29,6,5,2,11,0.18,55,62,100,69
30,33,4,4,3,8,0.38,87,83,100,91
35,53,5,6,3,11,0.27,77,68,100,86
71,42,10,8,3,18,0.17,60,44,100,60
13,13,3,3,3,6,0.5,100,100,100,100
36,48,6,8,0,14,0.0,29,29,33,33
23,23,3,3,3,6,0.5,100,100,100,100
30,35,5,6,5,11,0.45,100,92,100,83
10,15,2,3,2,5,0.4,100,80,100,100
33,28,4,4,2,8,0.25,70,59,100,61
40,9,5,1,1,6,0.17,100,37,100,100
51,41,8,7,7,15,0.47,100,89,100,80
22,14,3,2,1,5,0.2,78,78,100,93
28,21,5,3,1,8,0.12,61,53,100,62
15,11,3,2,2,5,0.4,100,85,100,73
22,24,4,4,2,8,0.25,71,61,100,65
22,24,4,4,3,8,0.38,91,91,100,86
30,27,5,4,2,9,0.22,58,46,100,62
44,34,6,5,4,11,0.36,89,69,100,74
21,46,4,6,0,10,0.0,39,39,33,33
54,33,5,4,2,9,0.22,68,39,100,68
27,28,5,5,3,10,0.3,74,65,100,67
42,21,6,3,0,9,0.0,32,32,38,38
17,10,3,2,2,5,0.4,100,74,100,60
38,31,6,6,4,12,0.33,83,70,100,55
34,21,4,3,1,7,0.14,50,40,100,48
38,34,5,5,3,10,0.3,76,64,100,65
26,19,4,3,2,7,0.29,77,67,100,63
61,71,7,8,6,12,0.5,100,92,100,95
35,48,4,5,3,9,0.33,87,80,100,57
58,62,7,7,6,14,0.43,92,85,100,81
40,39,6,7,3,13,0.23,61,58,100,66
32,75,6,11,0,15,0.0,41,36,42,50
37,40,5,5,3,10,0.3,77,70,100,65
14,29,3,6,3,9,0.33,100,65,100,64
54,51,6,9,0,14,0.0,40,38,43,40
32,30,4,4,1,8,0.12,55,55,100,57
68,22,8,3,2,11,0.18,84,40,100,59
38,19,5,3,0,7,0.0,20,18,37,32
54,38,7,6,0,13,0.0,33,33,32,32
10,18,2,3,2,5,0.4,100,71,100,100
45,45,5,5,2,10,0.2,50,47,100,53
18,12,2,1,1,3,0.33,100,80,100,100
43,29,7,5,4,12,0.33,86,72,100,79
66,41,11,5,0,13,0.0,18,15,24,24
45,48,6,6,5,12,0.42,86,73,100,69
12,27,2,4,2,6,0.33,100,62,100,100
34,26,5,4,4,9,0.44,100,87,100,100
135,47,23,9,3,28,0.11,48,37,100,47
90,131,14,19,3,30,0.1,46,50,100,59
25,27,4,5,2,9,0.22,69,65,100,61
24,24,5,5,3,10,0.3,79,71,100,76
36,16,4,3,2,7,0.29,81,50,100,75
25,38,4,5,2,9,0.22,73,73,100,64
54,67,7,10,3,17,0.18,62,48,100,65
51,44,7,6,2,13,0.15,51,48,100,55
21,22,3,3,2,6,0.33,74,74,100,71
15,15,3,3,3,6,0.5,100,100,100,100
100,45,11,6,1,17,0.06,46,46,100,44
33,39,4,5,3,9,0.33,86,69,100,76
60,85,9,13,3,21,0.14,51,34,100,40
34,78,4,8,2,11,0.18,74,54,100,65
49,39,8,7,4,15,0.27,76,59,100,67
84,58,12,7,0,16,0.0,23,28,33,36
56,29,8,5,1,10,0.1,50,54,100,69
18,18,3,3,1,5,0.2,59,44,100,44
24,26,3,3,2,6,0.33,96,96,100,92
61,65,8,8,7,16,0.44,95,87,100,95
90,49,13,6,3,19,0.16,56,49,100,45
35,52,5,7,3,12,0.25,73,69,100,69
48,33,7,5,1,12,0.08,47,44,100,52
17,10,3,2,2,5,0.4,100,74,100,100
50,58,7,10,3,17,0.18,54,52,100,50
71,48,12,7,3,19,0.16,55,54,100,48
57,57,10,10,10,20,0.5,100,100,100,100
32,24,5,4,2,9,0.22,70,61,100,67
22,18,3,3,2,6,0.33,84,80,100,89
38,28,7,5,2,12,0.17,70,55,100,57
12,23,2,3,1,5,0.2,69,69,100,100
47,88,8,16,0,22,0.0,33,31,36,32
31,41,5,6,3,11,0.27,81,67,100,77
19,26,3,4,3,7,0.43,100,84,100,74
23,24,4,4,3,8,0.38,82,81,100,83
14,18,2,2,1,4,0.25,50,50,100,43
57,57,8,8,7,16,0.44,93,88,100,88
18,28,3,5,3,8,0.38,100,78,100,72
29,29,4,4,2,7,0.29,91,90,100,90
21,13,3,2,2,5,0.4,100,76,100,100
31,31,4,4,4,8,0.5,100,100,100,100
43,34,6,5,4,11,0.36,90,88,100,85
49,42,7,6,4,13,0.31,84,77,100,74
53,77,6,11,3,16,0.19,62,51,100,53
12,11,2,2,1,4,0.25,96,96,100,91
28,30,5,5,4,10,0.4,93,93,100,89
76,73,10,9,0,19,0.0,27,27,37,37
26,21,4,3,2,7,0.29,85,85,100,95
29,25,4,4,3,8,0.38,94,81,100,94
18,9,4,2,2,6,0.33,100,67,100,100
48,14,7,3,2,10,0.2,83,42,100,64
40,53,5,6,4,11,0.36,89,73,100,80
88,93,12,15,3,21,0.14,48,55,100,61
44,46,7,7,6,14,0.43,93,91,100,91
32,22,4,4,2,8,0.25,62,44,100,65
18,31,3,4,2,7,0.29,88,69,100,89
29,42,4,5,0,9,0.0,37,37,45,45
59,52,8,7,6,15,0.4,95,85,100,77
29,37,5,6,5,11,0.45,100,88,100,72
4,4,1,1,1,2,0.5,100,100,100,100
15,38,2,4,1,6,0.17,64,57,100,100
51,28,9,4,3,13,0.23,83,51,100,71
74,50,11,9,2,18,0.11,56,47,100,54
32,26,4,3,3,7,0.43,100,90,100,77
16,16,3,3,2,6,0.33,81,81,100,81
39,16,7,3,3,10,0.3,100,58,100,100
92,85,14,13,13,27,0.48,100,96,100,100
21,24,3,3,2,6,0.33,93,93,100,86
51,26,5,3,1,8,0.12,59,47,100,58
64,44,9,6,4,14,0.29,86,70,100,66
